,Unnamed: 0,Unnamed: 0.1,Event Date 1,Event Date 2,Event-Type 1,Event-Type-health 1,Event-Type-health 2,Event-Type-health 3,Event-Type-health 4,Event-Type-Social 1,Event-Type-Social 2,Event-Type-Social 3,Event-Type-Social 4,Event-Type-Social 5,Event-Type-Social 6,Event-Type-Social 7,Event-Type-Movements 1,Event-Type-Movements 2,Event-Type-Movements 3,Event-Type-Movements 4,Event-Type-Movements 5,Event-Type-Movements 6,Event-Type Security 1,Event-Type Security 2,Event-Type Security 3,Event-Type Security 4,Number of infected migrants,Number of migrant in quarantine,Number of deaths at sea,Number of deaths when crossing borders,Number of rescued people when crossing borders,Number of arrived people by sea,Number of arrived people through boarders,Number of migrants deaths by COVID -19,Number of migrants healed of COVID-19,Number of people deported on sea,Number of people deported through borders,City 1,Latitude-city1_degrees,Latitude-city1_minutes,Latitude-city1_seconds,Latitude-city1_direction,Longitude-city1_degrees,Longitude-city1_minutes,Longitude-city1_seconds,Longitude-city1_direction,City 2,Latitude-city 2_degrees,Latitude-city 2_minutes,Latitude-city 2_seconds,Latitude-city 2_direction,Longitude-city 2_degrees,Longitude-city 2_minutes,Longitude-city 2_seconds,Longitude-city 2_direction,City 3,Latitude-City 3_degrees,Latitude-City 3_minutes,Latitude-City 3_seconds,Latitude-City 3_direction,Longitude-City 3_degrees,Longitude-City 3_minutes,Longitude-City 3_seconds,Longitude-City 3_direction,City 4,Latitude-City 4_degrees,Latitude-City 4_minutes,Latitude-City 4_seconds,Latitude-City 4_direction,Longitude-City 4_degrees,Longitude-City 4_minutes,Longitude-City 4_seconds,Longitude-City 4_direction,Source-Country,Source-date,Source-Type,Language,City,City code,Country
1147,420,420,,,Movements,risk of infections,access to health care,,,,,,,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Niger,15-06-2020,Video,English,,,
1148,420,420,,Movements,Movements,risk of infections,access to health care,,,,,,,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Niger,15-06-2020,Video,English,,,
1149,420,420,,Health,Movements,risk of infections,access to health care,,,,,,,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Niger,15-06-2020,Video,English,,,
1150,421,421,,,Movements,infections,risk of infections,,,,,,,,,,Arrivals through borders,,,,,,,,,,,,,,,,,,,,,NE-1-Agadez,16.0,58.0,0,N,7.0,59,0,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Niger,20-03-2020,Social media,French,Agadez,NE-1,Niger
1151,421,421,,Movements,Movements,infections,risk of infections,,,,,,,,,,Arrivals through borders,,,,,,,,,,,,,,,,,,,,,NE-1-Agadez,16.0,58.0,0,N,7.0,59,0,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Niger,20-03-2020,Social media,French,Agadez,NE-1,Niger
1152,421,421,,Health,Movements,infections,risk of infections,,,,,,,,,,Arrivals through borders,,,,,,,,,,,,,,,,,,,,,NE-1-Agadez,16.0,58.0,0,N,7.0,59,0,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Niger,20-03-2020,Social media,French,Agadez,NE-1,Niger
1153,422,422,,,Movements,risk of infections,quarantine,,,NGOs actions,,,,,,,Rescued when crossing borders,,,,,,,,,,,,,,250,,,,,,,NE-1-Agadez,16.0,58.0,0,N,7.0,59,0,E,NE-1-Agadez => Madama,21.0,56,"57,811",N,13.0,39.0,"5,465",E,,,,,,,,,,,,,,,,,,,Niger,02-04-2020,Social media,French,Agadez,NE-1,Niger
1154,422,422,,Movements,Movements,risk of infections,quarantine,,,NGOs actions,,,,,,,Rescued when crossing borders,,,,,,,,,,,,,,250,,,,,,,NE-1-Agadez,16.0,58.0,0,N,7.0,59,0,E,NE-1-Agadez => Madama,21.0,56,"57,811",N,13.0,39.0,"5,465",E,,,,,,,,,,,,,,,,,,,Niger,02-04-2020,Social media,French,Agadez,NE-1,Niger
1155,422,422,,Health,Movements,risk of infections,quarantine,,,NGOs actions,,,,,,,Rescued when crossing borders,,,,,,,,,,,,,,250,,,,,,,NE-1-Agadez,16.0,58.0,0,N,7.0,59,0,E,NE-1-Agadez => Madama,21.0,56,"57,811",N,13.0,39.0,"5,465",E,,,,,,,,,,,,,,,,,,,Niger,02-04-2020,Social media,French,Agadez,NE-1,Niger
1156,422,422,,Social,Movements,risk of infections,quarantine,,,NGOs actions,,,,,,,Rescued when crossing borders,,,,,,,,,,,,,,250,,,,,,,NE-1-Agadez,16.0,58.0,0,N,7.0,59,0,E,NE-1-Agadez => Madama,21.0,56,"57,811",N,13.0,39.0,"5,465",E,,,,,,,,,,,,,,,,,,,Niger,02-04-2020,Social media,French,Agadez,NE-1,Niger
1157,423,423,,,Movements,,,,,government actions,,,,,,,Departures,,,,,,,,,,,,,,,,,,,,250,NE-1-Agadez => Madama,21.0,56.0,"57,811",N,13.0,39,"5,465",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Niger,03-04-2020,Video,French,Agadez,NE-1,Niger
1158,423,423,,Movements,Movements,,,,,government actions,,,,,,,Departures,,,,,,,,,,,,,,,,,,,,250,NE-1-Agadez => Madama,21.0,56.0,"57,811",N,13.0,39,"5,465",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Niger,03-04-2020,Video,French,Agadez,NE-1,Niger
1159,423,423,,Social,Movements,,,,,government actions,,,,,,,Departures,,,,,,,,,,,,,,,,,,,,250,NE-1-Agadez => Madama,21.0,56.0,"57,811",N,13.0,39,"5,465",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Niger,03-04-2020,Video,French,Agadez,NE-1,Niger
1160,424,424,16-05-2020,17-05-2020,Movements,risk of infections,quarantine,access to health care,,NGOs actions,accomodation,,,,,,Departures,,,,,,,,,,,90.0,,,,,,,,,127,NE-1-Agadez => Assamaka,19.0,22.0,0,N,5.0,48,0,E,NE-1-Agadez => Arlit,18.0,44,0,N,7.0,23.0,0,E,,,,,,,,,,,,,,,,,,,Niger,21-05-2020,Social media,French,Agadez,NE-1,Niger
1161,424,424,16-05-2020,Movements,Movements,risk of infections,quarantine,access to health care,,NGOs actions,accomodation,,,,,,Departures,,,,,,,,,,,90.0,,,,,,,,,127,NE-1-Agadez => Assamaka,19.0,22.0,0,N,5.0,48,0,E,NE-1-Agadez => Arlit,18.0,44,0,N,7.0,23.0,0,E,,,,,,,,,,,,,,,,,,,Niger,21-05-2020,Social media,French,Agadez,NE-1,Niger
1162,424,424,16-05-2020,Health,Movements,risk of infections,quarantine,access to health care,,NGOs actions,accomodation,,,,,,Departures,,,,,,,,,,,90.0,,,,,,,,,127,NE-1-Agadez => Assamaka,19.0,22.0,0,N,5.0,48,0,E,NE-1-Agadez => Arlit,18.0,44,0,N,7.0,23.0,0,E,,,,,,,,,,,,,,,,,,,Niger,21-05-2020,Social media,French,Agadez,NE-1,Niger
1163,424,424,16-05-2020,Social,Movements,risk of infections,quarantine,access to health care,,NGOs actions,accomodation,,,,,,Departures,,,,,,,,,,,90.0,,,,,,,,,127,NE-1-Agadez => Assamaka,19.0,22.0,0,N,5.0,48,0,E,NE-1-Agadez => Arlit,18.0,44,0,N,7.0,23.0,0,E,,,,,,,,,,,,,,,,,,,Niger,21-05-2020,Social media,French,Agadez,NE-1,Niger
1164,425,425,,,Movements,,,,,,,,,,,,Dying when crossing borders,Departures,,,,,,,,,,,,20.0,,,,,,,,NE-1-Agadez => Madama,21.0,56.0,"57,811",N,13.0,39,"5,465",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Niger,27-05-2020,Social media,French,Agadez,NE-1,Niger
1165,425,425,,Movements,Movements,,,,,,,,,,,,Dying when crossing borders,Departures,,,,,,,,,,,,20.0,,,,,,,,NE-1-Agadez => Madama,21.0,56.0,"57,811",N,13.0,39,"5,465",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Niger,27-05-2020,Social media,French,Agadez,NE-1,Niger
1166,426,426,,,Movements,,,,,,,,,,,,Dying in sea,,,,,,,,,,,,62,,,,,,,,,TN-61-Sfax => Kerkennah,34.0,42.0,56,N,11.0,11,25,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tunisia,2020-06-22,Written press,French,Sfax,TN-61,Tunisia
1167,426,426,,Movements,Movements,,,,,,,,,,,,Dying in sea,,,,,,,,,,,,62,,,,,,,,,TN-61-Sfax => Kerkennah,34.0,42.0,56,N,11.0,11,25,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tunisia,2020-06-22,Written press,French,Sfax,TN-61,Tunisia
1168,427,427,31-05-2020,,Movements,,,,,NGOs actions,government actions,,,,,,Dying when crossing borders,,,,,,Armed clashes,Killings,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Niger,01-06-2020,Social media,French,,,
1169,427,427,31-05-2020,Movements,Movements,,,,,NGOs actions,government actions,,,,,,Dying when crossing borders,,,,,,Armed clashes,Killings,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Niger,01-06-2020,Social media,French,,,
1170,427,427,31-05-2020,Social,Movements,,,,,NGOs actions,government actions,,,,,,Dying when crossing borders,,,,,,Armed clashes,Killings,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Niger,01-06-2020,Social media,French,,,
1171,427,427,31-05-2020,Security,Movements,,,,,NGOs actions,government actions,,,,,,Dying when crossing borders,,,,,,Armed clashes,Killings,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Niger,01-06-2020,Social media,French,,,
1172,428,428,08-06-2020,,Movements,risk of infections,,,,,,,,,,,Dying when crossing borders,,,,,,,,,,,,,3.0,,,,,,,,NE-1-Agadez,16.0,58.0,0,N,7.0,59,0,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Niger,10-06-2020,Social media,French,Agadez,NE-1,Niger
1173,428,428,08-06-2020,Movements,Movements,risk of infections,,,,,,,,,,,Dying when crossing borders,,,,,,,,,,,,,3.0,,,,,,,,NE-1-Agadez,16.0,58.0,0,N,7.0,59,0,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Niger,10-06-2020,Social media,French,Agadez,NE-1,Niger
1174,428,428,08-06-2020,Health,Movements,risk of infections,,,,,,,,,,,Dying when crossing borders,,,,,,,,,,,,,3.0,,,,,,,,NE-1-Agadez,16.0,58.0,0,N,7.0,59,0,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Niger,10-06-2020,Social media,French,Agadez,NE-1,Niger
1175,429,429,18-06-2020,,Movements,,,,,,,,,,,,Dying when crossing borders,,,,,,,,,,,,,33.0,,,,,,,,NE-1-Agadez => Madama,21.0,56.0,"57,811",N,13.0,39,"5,465",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Niger,18-06-2020,Written press,French,Agadez,NE-1,Niger
1176,429,429,18-06-2020,Movements,Movements,,,,,,,,,,,,Dying when crossing borders,,,,,,,,,,,,,33.0,,,,,,,,NE-1-Agadez => Madama,21.0,56.0,"57,811",N,13.0,39,"5,465",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Niger,18-06-2020,Written press,French,Agadez,NE-1,Niger
1177,430,430,22-07-2020,,Social,,,,,NGOs actions,,,,,,,Rescued at sea,Rescued when crossing borders,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,International,22-07-2020,Written press,English,,,
1178,430,430,22-07-2020,Social,Social,,,,,NGOs actions,,,,,,,Rescued at sea,Rescued when crossing borders,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,International,22-07-2020,Written press,English,,,
1179,430,430,22-07-2020,Movements,Social,,,,,NGOs actions,,,,,,,Rescued at sea,Rescued when crossing borders,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,International,22-07-2020,Written press,English,,,
1180,431,431,,,Social,,,,,NGOs actions,government actions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany,23-07-2020,Written press,French,,,
1181,431,431,,Social,Social,,,,,NGOs actions,government actions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany,23-07-2020,Written press,French,,,
1182,432,432,,,Movements,,,,,NGOs actions,,,,,,,Departures,,,,,,Kidnap,,,,,,,,,,,,,,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,International,25-06-2020,Written press,French,,,
1183,432,432,,Movements,Movements,,,,,NGOs actions,,,,,,,Departures,,,,,,Kidnap,,,,,,,,,,,,,,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,International,25-06-2020,Written press,French,,,
1184,432,432,,Social,Movements,,,,,NGOs actions,,,,,,,Departures,,,,,,Kidnap,,,,,,,,,,,,,,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,International,25-06-2020,Written press,French,,,
1185,432,432,,Security,Movements,,,,,NGOs actions,,,,,,,Departures,,,,,,Kidnap,,,,,,,,,,,,,,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,International,25-06-2020,Written press,French,,,
1186,433,433,,,Movements,,,,,NGOs actions,,,,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,International,25-06-2020,Written press,French,,,
1187,433,433,,Movements,Movements,,,,,NGOs actions,,,,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,International,25-06-2020,Written press,French,,,
1188,433,433,,Social,Movements,,,,,NGOs actions,,,,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,International,25-06-2020,Written press,French,,,
1189,434,434,,,Movements,risk of infections,quarantine,infections,,NGOs actions,government actions,,,,,,Departures,,,,,,,,,,,,,,,,,,,,,NE-1-Agadez,16.0,58.0,0,N,7.0,59,0,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Niger,,Radio,French,Agadez,NE-1,Niger
1190,434,434,,Movements,Movements,risk of infections,quarantine,infections,,NGOs actions,government actions,,,,,,Departures,,,,,,,,,,,,,,,,,,,,,NE-1-Agadez,16.0,58.0,0,N,7.0,59,0,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Niger,,Radio,French,Agadez,NE-1,Niger
1191,434,434,,Social,Movements,risk of infections,quarantine,infections,,NGOs actions,government actions,,,,,,Departures,,,,,,,,,,,,,,,,,,,,,NE-1-Agadez,16.0,58.0,0,N,7.0,59,0,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Niger,,Radio,French,Agadez,NE-1,Niger
1192,434,434,,Health,Movements,risk of infections,quarantine,infections,,NGOs actions,government actions,,,,,,Departures,,,,,,,,,,,,,,,,,,,,,NE-1-Agadez,16.0,58.0,0,N,7.0,59,0,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Niger,,Radio,French,Agadez,NE-1,Niger
1193,435,435,,,Movements,,,,,government actions,,,,,,,Arrivals through borders,Rescued when crossing borders,,,,,Riots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Niger,,Radio,French,,,
1194,435,435,,Movements,Movements,,,,,government actions,,,,,,,Arrivals through borders,Rescued when crossing borders,,,,,Riots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Niger,,Radio,French,,,
1195,435,435,,Social,Movements,,,,,government actions,,,,,,,Arrivals through borders,Rescued when crossing borders,,,,,Riots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Niger,,Radio,French,,,
1196,435,435,,Security,Movements,,,,,government actions,,,,,,,Arrivals through borders,Rescued when crossing borders,,,,,Riots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Niger,,Radio,French,,,
1197,436,436,,,Movements,risk of infections,,,,government actions,,,,,,,Arrivals through borders,,,,,,,,,,,,,,,,,,,,,NE-1-Agadez,16.0,58.0,0,N,7.0,59,0,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Niger,,Radio,French,Agadez,NE-1,Niger
1198,436,436,,Movements,Movements,risk of infections,,,,government actions,,,,,,,Arrivals through borders,,,,,,,,,,,,,,,,,,,,,NE-1-Agadez,16.0,58.0,0,N,7.0,59,0,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Niger,,Radio,French,Agadez,NE-1,Niger
1199,436,436,,Health,Movements,risk of infections,,,,government actions,,,,,,,Arrivals through borders,,,,,,,,,,,,,,,,,,,,,NE-1-Agadez,16.0,58.0,0,N,7.0,59,0,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Niger,,Radio,French,Agadez,NE-1,Niger
1200,436,436,,Social,Movements,risk of infections,,,,government actions,,,,,,,Arrivals through borders,,,,,,,,,,,,,,,,,,,,,NE-1-Agadez,16.0,58.0,0,N,7.0,59,0,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Niger,,Radio,French,Agadez,NE-1,Niger
1201,437,437,2020-05-22,2020-05-23,Movements,,,,,jobs,,,,,,,Departure by sea,Dying in sea,Rescued at sea,,,,,,,,,,1,,,,,,,,,TN-61-Sfax,34.0,44.0,26,N,10.0,45,37,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Russia,2020-06-03,Written press,French,Sfax,TN-61,Tunisia
1202,437,437,2020-05-22,Movements,Movements,,,,,jobs,,,,,,,Departure by sea,Dying in sea,Rescued at sea,,,,,,,,,,1,,,,,,,,,TN-61-Sfax,34.0,44.0,26,N,10.0,45,37,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Russia,2020-06-03,Written press,French,Sfax,TN-61,Tunisia
1203,437,437,2020-05-22,Social,Movements,,,,,jobs,,,,,,,Departure by sea,Dying in sea,Rescued at sea,,,,,,,,,,1,,,,,,,,,TN-61-Sfax,34.0,44.0,26,N,10.0,45,37,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Russia,2020-06-03,Written press,French,Sfax,TN-61,Tunisia
1204,438,438,,,Movements,risk of infections,quarantine,,,government actions,,,,,,,Arrivals through borders,,,,,,,,,,,102.0,,,,,,,,,,NE-1-Agadez,16.0,58.0,0,N,7.0,59,0,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Niger,,Radio,French,Agadez,NE-1,Niger
1205,438,438,,Movements,Movements,risk of infections,quarantine,,,government actions,,,,,,,Arrivals through borders,,,,,,,,,,,102.0,,,,,,,,,,NE-1-Agadez,16.0,58.0,0,N,7.0,59,0,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Niger,,Radio,French,Agadez,NE-1,Niger
1206,438,438,,Health,Movements,risk of infections,quarantine,,,government actions,,,,,,,Arrivals through borders,,,,,,,,,,,102.0,,,,,,,,,,NE-1-Agadez,16.0,58.0,0,N,7.0,59,0,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Niger,,Radio,French,Agadez,NE-1,Niger
1207,438,438,,Social,Movements,risk of infections,quarantine,,,government actions,,,,,,,Arrivals through borders,,,,,,,,,,,102.0,,,,,,,,,,NE-1-Agadez,16.0,58.0,0,N,7.0,59,0,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Niger,,Radio,French,Agadez,NE-1,Niger
1208,439,439,,,Movements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Niger,,Radio,French,,,
1209,439,439,,Movements,Movements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Niger,,Radio,French,,,
1210,440,440,,,Movements,,,,,Details on lockdown,,,,,,,Dying when crossing borders,Departures,,,,,,,,,,,,33.0,,,,,,,,LY-TB-tripoli,32.0,52.0,"30,38",N,13.0,11,"14,86",E,LY-MQ-Murzuq => Qatrun,24.0,55,44,N,14.0,34.0,33,E,NE-1-Agadez,16.0,58.0,0,N,7.0,59.0,0,E,,,,,,,,,,Niger,,Radio,French,tripoli,LY-TB,Libya
1211,440,440,,Movements,Movements,,,,,Details on lockdown,,,,,,,Dying when crossing borders,Departures,,,,,,,,,,,,33.0,,,,,,,,LY-TB-tripoli,32.0,52.0,"30,38",N,13.0,11,"14,86",E,LY-MQ-Murzuq => Qatrun,24.0,55,44,N,14.0,34.0,33,E,NE-1-Agadez,16.0,58.0,0,N,7.0,59.0,0,E,,,,,,,,,,Niger,,Radio,French,tripoli,LY-TB,Libya
1212,440,440,,Social,Movements,,,,,Details on lockdown,,,,,,,Dying when crossing borders,Departures,,,,,,,,,,,,33.0,,,,,,,,LY-TB-tripoli,32.0,52.0,"30,38",N,13.0,11,"14,86",E,LY-MQ-Murzuq => Qatrun,24.0,55,44,N,14.0,34.0,33,E,NE-1-Agadez,16.0,58.0,0,N,7.0,59.0,0,E,,,,,,,,,,Niger,,Radio,French,tripoli,LY-TB,Libya
1213,441,441,04-07-2020,,Health,infections,quarantine,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,TN-42-Kasserine,35.0,10.0,0,N,8.0,50,0,E,TN-52-Monastir,35.0,46,0,N,10.0,51.0,0,E,,,,,,,,,,,,,,,,,,,Tunisia,06-07-2020,Written press,French,Kasserine ,TN-42,Tunisia
1214,441,441,04-07-2020,Health,Health,infections,quarantine,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,TN-42-Kasserine,35.0,10.0,0,N,8.0,50,0,E,TN-52-Monastir,35.0,46,0,N,10.0,51.0,0,E,,,,,,,,,,,,,,,,,,,Tunisia,06-07-2020,Written press,French,Kasserine ,TN-42,Tunisia
1215,442,442,08-07-2020,,Health,infections,quarantine,,,government actions,,,,,,,,,,,,,,,,,16.0,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tunisia,08-07-2020,Written press,French,,,
1216,442,442,08-07-2020,Health,Health,infections,quarantine,,,government actions,,,,,,,,,,,,,,,,,16.0,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tunisia,08-07-2020,Written press,French,,,
1217,442,442,08-07-2020,Social,Health,infections,quarantine,,,government actions,,,,,,,,,,,,,,,,,16.0,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tunisia,08-07-2020,Written press,French,,,
1218,443,443,12-07-2020,,Health,infections,,,,government actions,,,,,,,Arrivals through borders,,,,,,,,,,4.0,4.0,,,,,,,,,,TN-42-Kasserine,35.0,10.0,0,N,8.0,50,0,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tunisia,13-07-2020,Written press,French,Kasserine ,TN-42,Tunisia
1219,443,443,12-07-2020,Health,Health,infections,,,,government actions,,,,,,,Arrivals through borders,,,,,,,,,,4.0,4.0,,,,,,,,,,TN-42-Kasserine,35.0,10.0,0,N,8.0,50,0,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tunisia,13-07-2020,Written press,French,Kasserine ,TN-42,Tunisia
1220,443,443,12-07-2020,Social,Health,infections,,,,government actions,,,,,,,Arrivals through borders,,,,,,,,,,4.0,4.0,,,,,,,,,,TN-42-Kasserine,35.0,10.0,0,N,8.0,50,0,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tunisia,13-07-2020,Written press,French,Kasserine ,TN-42,Tunisia
1221,443,443,12-07-2020,Movements,Health,infections,,,,government actions,,,,,,,Arrivals through borders,,,,,,,,,,4.0,4.0,,,,,,,,,,TN-42-Kasserine,35.0,10.0,0,N,8.0,50,0,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tunisia,13-07-2020,Written press,French,Kasserine ,TN-42,Tunisia
1222,444,444,13-07-2020,,Health,risk of infections,quarantine,,,government actions,,,,,,,Arrivals through borders,,,,,,,,,,,,,,,,,,,,,TN-42-Kasserine,35.0,10.0,0,N,8.0,50,0,E,TN-52-Monastir,35.0,46,0,N,10.0,51.0,0,E,,,,,,,,,,,,,,,,,,,Tunisia,13-07-2020,Written press,French,Kasserine ,TN-42,Tunisia
1223,444,444,13-07-2020,Health,Health,risk of infections,quarantine,,,government actions,,,,,,,Arrivals through borders,,,,,,,,,,,,,,,,,,,,,TN-42-Kasserine,35.0,10.0,0,N,8.0,50,0,E,TN-52-Monastir,35.0,46,0,N,10.0,51.0,0,E,,,,,,,,,,,,,,,,,,,Tunisia,13-07-2020,Written press,French,Kasserine ,TN-42,Tunisia
1224,444,444,13-07-2020,Social,Health,risk of infections,quarantine,,,government actions,,,,,,,Arrivals through borders,,,,,,,,,,,,,,,,,,,,,TN-42-Kasserine,35.0,10.0,0,N,8.0,50,0,E,TN-52-Monastir,35.0,46,0,N,10.0,51.0,0,E,,,,,,,,,,,,,,,,,,,Tunisia,13-07-2020,Written press,French,Kasserine ,TN-42,Tunisia
1225,444,444,13-07-2020,Movements,Health,risk of infections,quarantine,,,government actions,,,,,,,Arrivals through borders,,,,,,,,,,,,,,,,,,,,,TN-42-Kasserine,35.0,10.0,0,N,8.0,50,0,E,TN-52-Monastir,35.0,46,0,N,10.0,51.0,0,E,,,,,,,,,,,,,,,,,,,Tunisia,13-07-2020,Written press,French,Kasserine ,TN-42,Tunisia
1226,445,445,13-07-2020,,Movements,quarantine,,,,government actions,,,,,,,Arrivals through borders,,,,,,,,,,,,,,,,,,,,,TN-42-Kasserine,35.0,10.0,0,N,8.0,50,0,E,TN-52-Monastir,35.0,46,0,N,10.0,51.0,0,E,,,,,,,,,,,,,,,,,,,Tunisia,13-07-2020,Written press,French,Kasserine ,TN-42,Tunisia
1227,445,445,13-07-2020,Movements,Movements,quarantine,,,,government actions,,,,,,,Arrivals through borders,,,,,,,,,,,,,,,,,,,,,TN-42-Kasserine,35.0,10.0,0,N,8.0,50,0,E,TN-52-Monastir,35.0,46,0,N,10.0,51.0,0,E,,,,,,,,,,,,,,,,,,,Tunisia,13-07-2020,Written press,French,Kasserine ,TN-42,Tunisia
1228,445,445,13-07-2020,Health,Movements,quarantine,,,,government actions,,,,,,,Arrivals through borders,,,,,,,,,,,,,,,,,,,,,TN-42-Kasserine,35.0,10.0,0,N,8.0,50,0,E,TN-52-Monastir,35.0,46,0,N,10.0,51.0,0,E,,,,,,,,,,,,,,,,,,,Tunisia,13-07-2020,Written press,French,Kasserine ,TN-42,Tunisia
1229,445,445,13-07-2020,Social,Movements,quarantine,,,,government actions,,,,,,,Arrivals through borders,,,,,,,,,,,,,,,,,,,,,TN-42-Kasserine,35.0,10.0,0,N,8.0,50,0,E,TN-52-Monastir,35.0,46,0,N,10.0,51.0,0,E,,,,,,,,,,,,,,,,,,,Tunisia,13-07-2020,Written press,French,Kasserine ,TN-42,Tunisia
1230,446,446,06-07-2020,,Movements,risk of infections,quarantine,,,government actions,,,,,,,Arrivals through borders,,,,,,Riots,,,,,,,,,,,,,,,TN-42-Kasserine,35.0,10.0,0,N,8.0,50,0,E,TN-52-Monastir,35.0,46,0,N,10.0,51.0,0,E,,,,,,,,,,,,,,,,,,,Tunisia,06-07-2020,Written press,French,Kasserine ,TN-42,Tunisia
